batch_size,iter,lambda,Ak/A0,sampling,version
1,97,0.0001,0.1052136864132681,conventional,0.0
1,98,0.0001,0.1049873471745209,conventional,0.0
1,99,0.0001,0.1049863702455637,conventional,0.0
2,0,0.1,0.0360591600487877,conventional,0.0
2,1,0.1,0.0357852390780726,conventional,0.0
2,2,0.1,0.0350730730589037,conventional,0.0
2,3,0.1,0.0349622211405455,conventional,0.0
2,4,0.1,0.0348728127732453,conventional,0.0
2,5,0.1,0.0348726917496445,conventional,0.0
2,6,0.1,0.0348160184667155,conventional,0.0
2,7,0.1,0.0339031811196129,conventional,0.0
2,8,0.1,0.0336543597797283,conventional,0.0
2,9,0.1,0.0334351699777923,conventional,0.0
2,10,0.1,0.0334656466423486,conventional,0.0
2,11,0.1,0.0320147295154577,conventional,0.0
2,12,0.1,0.0292606472458388,conventional,0.0
2,13,0.1,0.0288836032086615,conventional,0.0
2,14,0.1,0.028637432405073,conventional,0.0
2,15,0.1,0.0286652168035463,conventional,0.0
2,16,0.1,0.0276603547783156,conventional,0.0
2,17,0.1,0.0276339596288377,conventional,0.0
2,18,0.1,0.0269471173725359,conventional,0.0
2,19,0.1,0.0269283652038691,conventional,0.0
2,20,0.1,0.0269209873944965,conventional,0.0
2,21,0.1,0.0264563289217313,conventional,0.0
2,22,0.1,0.0264001857521835,conventional,0.0
2,23,0.1,0.0260060723966783,conventional,0.0
2,24,0.1,0.0259734691633261,conventional,0.0
2,25,0.1,0.0259280660742034,conventional,0.0
2,26,0.1,0.0258952488495255,conventional,0.0
2,27,0.1,0.0240141596760489,conventional,0.0
2,28,0.1,0.0239691755739587,conventional,0.0
2,29,0.1,0.0237938023536267,conventional,0.0
2,30,0.1,0.0235868891249258,conventional,0.0
2,31,0.1,0.0235868446523672,conventional,0.0
2,32,0.1,0.0233912428095024,conventional,0.0
2,33,0.1,0.0233513801496276,conventional,0.0
2,34,0.1,0.023260049560585,conventional,0.0
2,35,0.1,0.0226973809481839,conventional,0.0
2,36,0.1,0.0226967871862788,conventional,0.0
2,37,0.1,0.0225957087756349,conventional,0.0
2,38,0.1,0.0225933006026973,conventional,0.0
2,39,0.1,0.0226130183259823,conventional,0.0
2,40,0.1,0.0226152799126378,conventional,0.0
2,41,0.1,0.0225921363876735,conventional,0.0
2,42,0.1,0.0225865854980379,conventional,0.0
2,43,0.1,0.0225930682296207,conventional,0.0
2,44,0.1,0.0222500233908637,conventional,0.0
2,45,0.1,0.0218961621313867,conventional,0.0
2,46,0.1,0.021919464787692,conventional,0.0
2,47,0.1,0.0218780825262658,conventional,0.0
2,48,0.1,0.0218734411245463,conventional,0.0
2,49,0.1,0.0210320709817207,conventional,0.0
2,50,0.1,0.0208480317973713,conventional,0.0
2,51,0.1,0.0208282624865021,conventional,0.0
2,52,0.1,0.0208222247237735,conventional,0.0
2,53,0.1,0.020612610846558,conventional,0.0
2,54,0.1,0.0202592000656509,conventional,0.0
2,55,0.1,0.0196028753647798,conventional,0.0
2,56,0.1,0.0196023754589627,conventional,0.0
2,57,0.1,0.0195741320509006,conventional,0.0
2,58,0.1,0.0195636052455081,conventional,0.0
2,59,0.1,0.0195767103391197,conventional,0.0
2,60,0.1,0.019578478632789,conventional,0.0
2,61,0.1,0.0186731650235404,conventional,0.0
2,62,0.1,0.0184076141169833,conventional,0.0
2,63,0.1,0.0180985878972168,conventional,0.0
2,64,0.1,0.0178372680895022,conventional,0.0
2,65,0.1,0.017335655216319,conventional,0.0
2,66,0.1,0.0173357531166681,conventional,0.0
2,67,0.1,0.0173362682432382,conventional,0.0
2,68,0.1,0.0154351601435261,conventional,0.0
2,69,0.1,0.0149675700916767,conventional,0.0
2,70,0.1,0.0149195773982424,conventional,0.0
2,71,0.1,0.0149177422414516,conventional,0.0
2,72,0.1,0.0144757465365943,conventional,0.0
2,73,0.1,0.0144654273147291,conventional,0.0
2,74,0.1,0.014251927805724,conventional,0.0
2,75,0.1,0.0142515498188908,conventional,0.0
2,76,0.1,0.0142515436148584,conventional,0.0
2,77,0.1,0.0142480753939167,conventional,0.0
2,78,0.1,0.0142395572620449,conventional,0.0
2,79,0.1,0.0142402197658022,conventional,0.0
2,80,0.1,0.0141424012147701,conventional,0.0
2,81,0.1,0.0141416284325187,conventional,0.0
2,82,0.1,0.0137450464731051,conventional,0.0
2,83,0.1,0.0137209112919092,conventional,0.0
2,84,0.1,0.0135524615625171,conventional,0.0
2,85,0.1,0.0134966861341796,conventional,0.0
2,86,0.1,0.0134935423926904,conventional,0.0
2,87,0.1,0.0134674172029799,conventional,0.0
2,88,0.1,0.0130100719807312,conventional,0.0
2,89,0.1,0.0130095550438362,conventional,0.0
2,90,0.1,0.0130095550625703,conventional,0.0
2,91,0.1,0.0127798411822174,conventional,0.0
2,92,0.1,0.0127726510069799,conventional,0.0
2,93,0.1,0.0127646010914879,conventional,0.0
2,94,0.1,0.0125842778510986,conventional,0.0
2,95,0.1,0.012495898310383,conventional,0.0
2,96,0.1,0.0124838884398058,conventional,0.0
2,97,0.1,0.0123560779938673,conventional,0.0
2,98,0.1,0.012358565183905,conventional,0.0
2,99,0.1,0.0123585494402838,conventional,0.0
2,0,0.001,0.2182106647257076,conventional,0.0
2,1,0.001,0.2172397582155727,conventional,0.0
2,2,0.001,0.212366633595655,conventional,0.0
2,3,0.001,0.2113517610539678,conventional,0.0
2,4,0.001,0.2110432481544431,conventional,0.0
2,5,0.001,0.2089246170038696,conventional,0.0
2,6,0.001,0.2083767226844113,conventional,0.0
2,7,0.001,0.1966562228250484,conventional,0.0
2,8,0.001,0.1951070896839733,conventional,0.0
2,9,0.001,0.1953420033727847,conventional,0.0
2,10,0.001,0.1951642035629046,conventional,0.0
2,11,0.001,0.1891553361020627,conventional,0.0
2,12,0.001,0.1868861199745262,conventional,0.0
2,13,0.001,0.1840826227971604,conventional,0.0
2,14,0.001,0.1838007663203458,conventional,0.0
2,15,0.001,0.183987055545363,conventional,0.0
2,16,0.001,0.1709300933561593,conventional,0.0
2,17,0.001,0.1625472625604571,conventional,0.0
2,18,0.001,0.162493691725801,conventional,0.0
2,19,0.001,0.16298926640568,conventional,0.0
2,20,0.001,0.1615926447578198,conventional,0.0
2,21,0.001,0.1609894633005388,conventional,0.0
2,22,0.001,0.1609225067320319,conventional,0.0
2,23,0.001,0.1556998612099591,conventional,0.0
2,24,0.001,0.1553532270837946,conventional,0.0
2,25,0.001,0.1538905936495461,conventional,0.0
2,26,0.001,0.1536150788772291,conventional,0.0
2,27,0.001,0.1436352955962971,conventional,0.0
2,28,0.001,0.1403686085221771,conventional,0.0
2,29,0.001,0.140274934127287,conventional,0.0
2,30,0.001,0.1380731149452482,conventional,0.0
2,31,0.001,0.1367660174898677,conventional,0.0
2,32,0.001,0.1297984207850142,conventional,0.0
2,33,0.001,0.1297099469576488,conventional,0.0
2,34,0.001,0.1280426782841264,conventional,0.0
2,35,0.001,0.126676096758751,conventional,0.0
2,36,0.001,0.1221270802434495,conventional,0.0
2,37,0.001,0.1218550838407092,conventional,0.0
2,38,0.001,0.1199581043630134,conventional,0.0
2,39,0.001,0.119957838939398,conventional,0.0
2,40,0.001,0.1199578400638312,conventional,0.0
2,41,0.001,0.1195076234615013,conventional,0.0
2,42,0.001,0.1141784172881694,conventional,0.0
2,43,0.001,0.1126303880561517,conventional,0.0
2,44,0.001,0.1083447331794836,conventional,0.0
2,45,0.001,0.1081027783413903,conventional,0.0
2,46,0.001,0.1083572462115924,conventional,0.0
2,47,0.001,0.1082081654562956,conventional,0.0
2,48,0.001,0.1020965015817587,conventional,0.0
2,49,0.001,0.1004229073883088,conventional,0.0
2,50,0.001,0.0995991614049876,conventional,0.0
2,51,0.001,0.0994334277662276,conventional,0.0
2,52,0.001,0.0986948923743345,conventional,0.0
2,53,0.001,0.0983417734485948,conventional,0.0
2,54,0.001,0.098111504489877,conventional,0.0
2,55,0.001,0.0946781938240576,conventional,0.0
2,56,0.001,0.0936200261218816,conventional,0.0
2,57,0.001,0.0924855629856798,conventional,0.0
2,58,0.001,0.0919502374618182,conventional,0.0
2,59,0.001,0.0894538846768204,conventional,0.0
2,60,0.001,0.0895835204009097,conventional,0.0
2,61,0.001,0.0895263690181693,conventional,0.0
2,62,0.001,0.0876551718511823,conventional,0.0
2,63,0.001,0.0876799918919999,conventional,0.0
2,64,0.001,0.0876653979624643,conventional,0.0
2,65,0.001,0.0876609940079189,conventional,0.0
2,66,0.001,0.087654355906362,conventional,0.0
2,67,0.001,0.0875340332006827,conventional,0.0
2,68,0.001,0.0869678978686647,conventional,0.0
2,69,0.001,0.0868939493172435,conventional,0.0
2,70,0.001,0.0868939449009954,conventional,0.0
2,71,0.001,0.0867226376831069,conventional,0.0
2,72,0.001,0.0849448108728104,conventional,0.0
2,73,0.001,0.0842237943534849,conventional,0.0
2,74,0.001,0.0827901022939142,conventional,0.0
2,75,0.001,0.0827464991205115,conventional,0.0
2,76,0.001,0.0826595098385287,conventional,0.0
2,77,0.001,0.0823544335299574,conventional,0.0
2,78,0.001,0.0824232864745098,conventional,0.0
2,79,0.001,0.0821168216833834,conventional,0.0
2,80,0.001,0.0821067087665639,conventional,0.0
2,81,0.001,0.082090442367714,conventional,0.0
2,82,0.001,0.0807709267302905,conventional,0.0
2,83,0.001,0.0807375593494969,conventional,0.0
2,84,0.001,0.0806280548157631,conventional,0.0
2,85,0.001,0.0793075032585085,conventional,0.0
2,86,0.001,0.0792170469387106,conventional,0.0
2,87,0.001,0.0787008395050878,conventional,0.0
2,88,0.001,0.0784154400792904,conventional,0.0
2,89,0.001,0.0769507708721623,conventional,0.0
2,90,0.001,0.0767027418995962,conventional,0.0
2,91,0.001,0.0766973436225137,conventional,0.0
2,92,0.001,0.0761963495043232,conventional,0.0
2,93,0.001,0.0759659103099611,conventional,0.0
2,94,0.001,0.0754982486786466,conventional,0.0
2,95,0.001,0.0754994855794422,conventional,0.0
2,96,0.001,0.0753164809681369,conventional,0.0
2,97,0.001,0.0753339324340735,conventional,0.0
2,98,0.001,0.0686047241421767,conventional,0.0
2,99,0.001,0.0686049818478692,conventional,0.0
2,0,0.0001,0.2241141426927938,conventional,0.0
2,1,0.0001,0.2170536837404412,conventional,0.0
2,2,0.0001,0.2163041923539848,conventional,0.0
2,3,0.0001,0.2153705390063866,conventional,0.0
2,4,0.0001,0.2141653117275965,conventional,0.0
2,5,0.0001,0.2141907452878315,conventional,0.0
2,6,0.0001,0.2140829324876259,conventional,0.0
2,7,0.0001,0.2127943367381818,conventional,0.0
2,8,0.0001,0.205871096035018,conventional,0.0
2,9,0.0001,0.2039168355228059,conventional,0.0
2,10,0.0001,0.2037347368086816,conventional,0.0
2,11,0.0001,0.2022409846731003,conventional,0.0
2,12,0.0001,0.2022280287643832,conventional,0.0
2,13,0.0001,0.2024632337387973,conventional,0.0
2,14,0.0001,0.1968916575525905,conventional,0.0
2,15,0.0001,0.1853497006071564,conventional,0.0
2,16,0.0001,0.1849767573457377,conventional,0.0
2,17,0.0001,0.1847688712139667,conventional,0.0
2,18,0.0001,0.1828540904224405,conventional,0.0
2,19,0.0001,0.1819350220665659,conventional,0.0
2,20,0.0001,0.1791275256485131,conventional,0.0
2,21,0.0001,0.1785430367039244,conventional,0.0
2,22,0.0001,0.1782498126642425,conventional,0.0
2,23,0.0001,0.1781643420119465,conventional,0.0
2,24,0.0001,0.1629373950834728,conventional,0.0
2,25,0.0001,0.162255040826265,conventional,0.0
2,26,0.0001,0.152741379965142,conventional,0.0
2,27,0.0001,0.1520584631858327,conventional,0.0
2,28,0.0001,0.1519932879830899,conventional,0.0
2,29,0.0001,0.1516274113187381,conventional,0.0
2,30,0.0001,0.1496146108625058,conventional,0.0
2,31,0.0001,0.1488945683905037,conventional,0.0
2,32,0.0001,0.1485400626041161,conventional,0.0
2,33,0.0001,0.1480042692460405,conventional,0.0
2,34,0.0001,0.1424959775361921,conventional,0.0
2,35,0.0001,0.1366212987155841,conventional,0.0
2,36,0.0001,0.1337102165029948,conventional,0.0
2,37,0.0001,0.133389784108325,conventional,0.0
2,38,0.0001,0.1294632006385913,conventional,0.0
2,39,0.0001,0.1292528950508094,conventional,0.0
2,40,0.0001,0.1286210048708201,conventional,0.0
2,41,0.0001,0.1280051098777261,conventional,0.0
2,42,0.0001,0.1278565286451079,conventional,0.0
2,43,0.0001,0.1276307516612542,conventional,0.0
2,44,0.0001,0.1272672385053467,conventional,0.0
2,45,0.0001,0.1225700009694269,conventional,0.0
2,46,0.0001,0.1219167321435038,conventional,0.0
2,47,0.0001,0.1210776242241539,conventional,0.0
2,48,0.0001,0.1211875747989545,conventional,0.0
2,49,0.0001,0.1202462401166051,conventional,0.0
2,50,0.0001,0.1200702064967727,conventional,0.0
2,51,0.0001,0.1199847592794617,conventional,0.0
2,52,0.0001,0.1192845857378913,conventional,0.0
