batch_size,iter,lambda,Ak/A0,sampling,version
1,0,0.1,0.0360591600487877,conventional,0.0
1,1,0.1,0.0360586949401237,conventional,0.0
1,2,0.1,0.0360553227570165,conventional,0.0
1,3,0.1,0.0360379305090594,conventional,0.0
1,4,0.1,0.0360354727587781,conventional,0.0
1,5,0.1,0.0360350826489069,conventional,0.0
1,6,0.1,0.0348787885414931,conventional,0.0
1,7,0.1,0.0348786193572769,conventional,0.0
1,8,0.1,0.0348618569455702,conventional,0.0
1,9,0.1,0.0346745817726999,conventional,0.0
1,10,0.1,0.0346685728822912,conventional,0.0
1,11,0.1,0.0344986469212104,conventional,0.0
1,12,0.1,0.0344364162741819,conventional,0.0
1,13,0.1,0.0344347492697898,conventional,0.0
1,14,0.1,0.0344362642981551,conventional,0.0
1,15,0.1,0.0342561143966651,conventional,0.0
1,16,0.1,0.0342560798512283,conventional,0.0
1,17,0.1,0.0342618175555882,conventional,0.0
1,18,0.1,0.034320611187141,conventional,0.0
1,19,0.1,0.0343131888100368,conventional,0.0
1,20,0.1,0.0343192562365622,conventional,0.0
1,21,0.1,0.0343272704134101,conventional,0.0
1,22,0.1,0.0342946965454629,conventional,0.0
1,23,0.1,0.033835509468324,conventional,0.0
1,24,0.1,0.0325653026508731,conventional,0.0
1,25,0.1,0.032622554113975,conventional,0.0
1,26,0.1,0.0325482727877714,conventional,0.0
1,27,0.1,0.0325482738261233,conventional,0.0
1,28,0.1,0.0325362364517293,conventional,0.0
1,29,0.1,0.0325358479555643,conventional,0.0
1,30,0.1,0.0325281477525133,conventional,0.0
1,31,0.1,0.0324993105856131,conventional,0.0
1,32,0.1,0.0324990601744836,conventional,0.0
1,33,0.1,0.032474725575688,conventional,0.0
1,34,0.1,0.0322848178900345,conventional,0.0
1,35,0.1,0.0322819625129653,conventional,0.0
1,36,0.1,0.0322732796413697,conventional,0.0
1,37,0.1,0.0316409547713235,conventional,0.0
1,38,0.1,0.0316409437921025,conventional,0.0
1,39,0.1,0.0316409414769356,conventional,0.0
1,40,0.1,0.0316414966870724,conventional,0.0
1,41,0.1,0.0310866637272869,conventional,0.0
1,42,0.1,0.0309302212069866,conventional,0.0
1,43,0.1,0.0308998423073037,conventional,0.0
1,44,0.1,0.0306288693951237,conventional,0.0
1,45,0.1,0.0304432894125045,conventional,0.0
1,46,0.1,0.0303671666116133,conventional,0.0
1,47,0.1,0.0303697620856038,conventional,0.0
1,48,0.1,0.030339410827341,conventional,0.0
1,49,0.1,0.0303030448257365,conventional,0.0
1,50,0.1,0.0294654391995566,conventional,0.0
1,51,0.1,0.0294654381474352,conventional,0.0
1,52,0.1,0.0294642513715661,conventional,0.0
1,53,0.1,0.0292195471632221,conventional,0.0
1,54,0.1,0.0291722266465997,conventional,0.0
1,55,0.1,0.0291931169371704,conventional,0.0
1,56,0.1,0.0292152298478053,conventional,0.0
1,57,0.1,0.0292152221978423,conventional,0.0
1,58,0.1,0.0292154645281259,conventional,0.0
1,59,0.1,0.0292089191747898,conventional,0.0
1,60,0.1,0.0292187895946306,conventional,0.0
1,61,0.1,0.0292184218816597,conventional,0.0
1,62,0.1,0.0289243898272814,conventional,0.0
1,63,0.1,0.0289243898197177,conventional,0.0
1,64,0.1,0.0289146012887341,conventional,0.0
1,65,0.1,0.028472162933477,conventional,0.0
1,66,0.1,0.028551958905445,conventional,0.0
1,67,0.1,0.0285518301721038,conventional,0.0
1,68,0.1,0.0285496839617577,conventional,0.0
1,69,0.1,0.0285496841457555,conventional,0.0
1,70,0.1,0.0285456974181263,conventional,0.0
1,71,0.1,0.0285455563921853,conventional,0.0
1,72,0.1,0.0285478572722955,conventional,0.0
1,73,0.1,0.0285478405829721,conventional,0.0
1,74,0.1,0.0285252751629583,conventional,0.0
1,75,0.1,0.0285252713748301,conventional,0.0
1,76,0.1,0.0285252690633697,conventional,0.0
1,77,0.1,0.0283601884618791,conventional,0.0
1,78,0.1,0.0285828507862699,conventional,0.0
1,79,0.1,0.0278605557287138,conventional,0.0
1,80,0.1,0.0278513123677543,conventional,0.0
1,81,0.1,0.0278453402225956,conventional,0.0
1,82,0.1,0.0278433402726888,conventional,0.0
1,83,0.1,0.0276114555946494,conventional,0.0
1,84,0.1,0.0275897562391161,conventional,0.0
1,85,0.1,0.0275894726903367,conventional,0.0
1,86,0.1,0.0275361983492106,conventional,0.0
1,87,0.1,0.0270990875615238,conventional,0.0
1,88,0.1,0.0271104312892002,conventional,0.0
1,89,0.1,0.0263234400172573,conventional,0.0
1,90,0.1,0.0258143077750069,conventional,0.0
1,91,0.1,0.025915165369025,conventional,0.0
1,92,0.1,0.025677370536258,conventional,0.0
1,93,0.1,0.0256347340365134,conventional,0.0
1,94,0.1,0.0255946624663266,conventional,0.0
1,95,0.1,0.025486094910577,conventional,0.0
1,96,0.1,0.0254860771502496,conventional,0.0
1,97,0.1,0.0253306904242684,conventional,0.0
1,98,0.1,0.0253510252701179,conventional,0.0
1,99,0.1,0.025068831455531,conventional,0.0
1,0,0.001,0.2182106647257076,conventional,0.0
1,1,0.001,0.2181868790468588,conventional,0.0
1,2,0.001,0.2182970109756194,conventional,0.0
1,3,0.001,0.2166406850058982,conventional,0.0
1,4,0.001,0.216645904772662,conventional,0.0
1,5,0.001,0.2158030917864672,conventional,0.0
1,6,0.001,0.2157976389198865,conventional,0.0
1,7,0.001,0.2155160140271933,conventional,0.0
1,8,0.001,0.2144571460626043,conventional,0.0
1,9,0.001,0.2144270175771488,conventional,0.0
1,10,0.001,0.2137907906314712,conventional,0.0
1,11,0.001,0.2124676629626127,conventional,0.0
1,12,0.001,0.212069702279511,conventional,0.0
1,13,0.001,0.2000163670347525,conventional,0.0
1,14,0.001,0.1949522143415548,conventional,0.0
1,15,0.001,0.1948557221704403,conventional,0.0
1,16,0.001,0.1937222130300833,conventional,0.0
1,17,0.001,0.1937217797676335,conventional,0.0
1,18,0.001,0.193631386498505,conventional,0.0
1,19,0.001,0.1937351768671451,conventional,0.0
1,20,0.001,0.1933073059264027,conventional,0.0
1,21,0.001,0.1926596654492428,conventional,0.0
1,22,0.001,0.1665033558587979,conventional,0.0
1,23,0.001,0.1655975200068639,conventional,0.0
1,24,0.001,0.1512101627012997,conventional,0.0
1,25,0.001,0.1506885190606005,conventional,0.0
1,26,0.001,0.1474459048308905,conventional,0.0
1,27,0.001,0.1464903247034527,conventional,0.0
1,28,0.001,0.1464290205053029,conventional,0.0
1,29,0.001,0.1424015095419847,conventional,0.0
1,30,0.001,0.1413455270060032,conventional,0.0
1,31,0.001,0.1412830597324652,conventional,0.0
1,32,0.001,0.140629357752631,conventional,0.0
1,33,0.001,0.1396212025355326,conventional,0.0
1,34,0.001,0.1374177881157172,conventional,0.0
1,35,0.001,0.1329106351430603,conventional,0.0
1,36,0.001,0.1329515638864145,conventional,0.0
1,37,0.001,0.1255170248027984,conventional,0.0
1,38,0.001,0.1220633616334259,conventional,0.0
1,39,0.001,0.1174985225481267,conventional,0.0
1,40,0.001,0.1143191647345929,conventional,0.0
1,41,0.001,0.1127285184802322,conventional,0.0
1,42,0.001,0.1129930462724845,conventional,0.0
1,43,0.001,0.112694440306328,conventional,0.0
1,44,0.001,0.1126016854276076,conventional,0.0
1,45,0.001,0.1126018515861845,conventional,0.0
1,46,0.001,0.1119118117843381,conventional,0.0
1,47,0.001,0.1116820430288896,conventional,0.0
1,48,0.001,0.1109168067474779,conventional,0.0
1,49,0.001,0.1084538552973037,conventional,0.0
1,50,0.001,0.1078479693087743,conventional,0.0
1,51,0.001,0.1077626396900259,conventional,0.0
1,52,0.001,0.1077626226363503,conventional,0.0
1,53,0.001,0.1074177640866988,conventional,0.0
1,54,0.001,0.1072911557838654,conventional,0.0
1,55,0.001,0.106134706527241,conventional,0.0
1,56,0.001,0.1055469314318235,conventional,0.0
1,57,0.001,0.1055469869842359,conventional,0.0
1,58,0.001,0.1053349509481283,conventional,0.0
1,59,0.001,0.1021272238204991,conventional,0.0
1,60,0.001,0.1018155599661619,conventional,0.0
1,61,0.001,0.1008429444923652,conventional,0.0
1,62,0.001,0.1007037150042712,conventional,0.0
1,63,0.001,0.1005554551624085,conventional,0.0
1,64,0.001,0.1006840271324845,conventional,0.0
1,65,0.001,0.1006840214478602,conventional,0.0
1,66,0.001,0.1001235989022409,conventional,0.0
1,67,0.001,0.0990304339746038,conventional,0.0
1,68,0.001,0.0987720458638696,conventional,0.0
1,69,0.001,0.0976961098888571,conventional,0.0
1,70,0.001,0.097695701787135,conventional,0.0
1,71,0.001,0.0976955760140103,conventional,0.0
1,72,0.001,0.0960157178107866,conventional,0.0
1,73,0.001,0.0953629547098007,conventional,0.0
1,74,0.001,0.0953627906547995,conventional,0.0
1,75,0.001,0.0949013315096046,conventional,0.0
1,76,0.001,0.0948701348009677,conventional,0.0
1,77,0.001,0.0943703664837324,conventional,0.0
1,78,0.001,0.0943653256960345,conventional,0.0
1,79,0.001,0.0943626390674454,conventional,0.0
1,80,0.001,0.0943386465815159,conventional,0.0
1,81,0.001,0.0939618233221358,conventional,0.0
1,82,0.001,0.0939503218222077,conventional,0.0
1,83,0.001,0.093923797656691,conventional,0.0
1,84,0.001,0.0939237700454892,conventional,0.0
1,85,0.001,0.0907385357237261,conventional,0.0
1,86,0.001,0.0907387465660218,conventional,0.0
1,87,0.001,0.0905522776069977,conventional,0.0
1,88,0.001,0.0901635610375156,conventional,0.0
1,89,0.001,0.0899471391569729,conventional,0.0
1,90,0.001,0.089895518561825,conventional,0.0
1,91,0.001,0.0884279228407647,conventional,0.0
1,92,0.001,0.0882429770151483,conventional,0.0
1,93,0.001,0.0880350445461527,conventional,0.0
1,94,0.001,0.0880171735706832,conventional,0.0
1,95,0.001,0.0880008400156318,conventional,0.0
1,96,0.001,0.0878142548261183,conventional,0.0
1,97,0.001,0.0877839344622638,conventional,0.0
1,98,0.001,0.0871172670701932,conventional,0.0
1,99,0.001,0.0856028274144212,conventional,0.0
1,0,0.0001,0.2241141426927938,conventional,0.0
1,1,0.0001,0.2191229711105897,conventional,0.0
1,2,0.0001,0.202964181508024,conventional,0.0
1,3,0.0001,0.2029708528402371,conventional,0.0
1,4,0.0001,0.1988207387344288,conventional,0.0
1,5,0.0001,0.1991452793131968,conventional,0.0
1,6,0.0001,0.1980289708985201,conventional,0.0
1,7,0.0001,0.1925567209501791,conventional,0.0
1,8,0.0001,0.1926552300321893,conventional,0.0
1,9,0.0001,0.1910329707668262,conventional,0.0
1,10,0.0001,0.1910329654749524,conventional,0.0
1,11,0.0001,0.190423244063281,conventional,0.0
1,12,0.0001,0.1905396150362885,conventional,0.0
1,13,0.0001,0.1905396094355037,conventional,0.0
1,14,0.0001,0.1904410166741145,conventional,0.0
1,15,0.0001,0.1904779352999955,conventional,0.0
1,16,0.0001,0.1848177201158287,conventional,0.0
1,17,0.0001,0.1846967556206096,conventional,0.0
1,18,0.0001,0.1767558832775419,conventional,0.0
1,19,0.0001,0.176508735370877,conventional,0.0
1,20,0.0001,0.1750647373240104,conventional,0.0
1,21,0.0001,0.1735702904495482,conventional,0.0
1,22,0.0001,0.1735345208937956,conventional,0.0
1,23,0.0001,0.1732026729695147,conventional,0.0
1,24,0.0001,0.1729983510974267,conventional,0.0
1,25,0.0001,0.1728247213232153,conventional,0.0
1,26,0.0001,0.1700393552037609,conventional,0.0
1,27,0.0001,0.1695913355447299,conventional,0.0
1,28,0.0001,0.1691966361988529,conventional,0.0
1,29,0.0001,0.1649797739318114,conventional,0.0
1,30,0.0001,0.1645468164500816,conventional,0.0
1,31,0.0001,0.1637499687313806,conventional,0.0
1,32,0.0001,0.1637499683287334,conventional,0.0
1,33,0.0001,0.1637541670621976,conventional,0.0
1,34,0.0001,0.1632735539599081,conventional,0.0
1,35,0.0001,0.162999234605107,conventional,0.0
1,36,0.0001,0.1626204832933498,conventional,0.0
1,37,0.0001,0.1621290601177333,conventional,0.0
1,38,0.0001,0.1618786461812189,conventional,0.0
1,39,0.0001,0.1426156864851675,conventional,0.0
1,40,0.0001,0.1425576085096991,conventional,0.0
1,41,0.0001,0.142494080379719,conventional,0.0
1,42,0.0001,0.1424920804264939,conventional,0.0
1,43,0.0001,0.1401876435199725,conventional,0.0
1,44,0.0001,0.1401875075129499,conventional,0.0
1,45,0.0001,0.1400541177655274,conventional,0.0
1,46,0.0001,0.1399390010163756,conventional,0.0
1,47,0.0001,0.1382100523530721,conventional,0.0
1,48,0.0001,0.1372271620929125,conventional,0.0
1,49,0.0001,0.1353981015247397,conventional,0.0
1,50,0.0001,0.1351940038106721,conventional,0.0
1,51,0.0001,0.135163948180961,conventional,0.0
1,52,0.0001,0.1347253044215772,conventional,0.0
1,53,0.0001,0.1338385539103104,conventional,0.0
1,54,0.0001,0.132769338415759,conventional,0.0
1,55,0.0001,0.1326883743140044,conventional,0.0
1,56,0.0001,0.1326768340978932,conventional,0.0
1,57,0.0001,0.1326089088172515,conventional,0.0
1,58,0.0001,0.132429913343834,conventional,0.0
1,59,0.0001,0.1324351549389812,conventional,0.0
1,60,0.0001,0.1324146912389033,conventional,0.0
1,61,0.0001,0.1323934272645984,conventional,0.0
1,62,0.0001,0.132261496045092,conventional,0.0
1,63,0.0001,0.1320247376435816,conventional,0.0
1,64,0.0001,0.1319963617931018,conventional,0.0
1,65,0.0001,0.1319900958384469,conventional,0.0
1,66,0.0001,0.1318766641375035,conventional,0.0
1,67,0.0001,0.1318778001694415,conventional,0.0
1,68,0.0001,0.1318521402284398,conventional,0.0
1,69,0.0001,0.1283856715605988,conventional,0.0
1,70,0.0001,0.1283798416897645,conventional,0.0
1,71,0.0001,0.1284776412220992,conventional,0.0
1,72,0.0001,0.1259497086815915,conventional,0.0
1,73,0.0001,0.1263795608449524,conventional,0.0
1,74,0.0001,0.1263714978320546,conventional,0.0
1,75,0.0001,0.1262697733466583,conventional,0.0
1,76,0.0001,0.1210482393536683,conventional,0.0
1,77,0.0001,0.1209902497836217,conventional,0.0
1,78,0.0001,0.1209902497513038,conventional,0.0
1,79,0.0001,0.1201658339909111,conventional,0.0
1,80,0.0001,0.1201545687815546,conventional,0.0
1,81,0.0001,0.1184956031050889,conventional,0.0
1,82,0.0001,0.1144015822303476,conventional,0.0
1,83,0.0001,0.1143628603618382,conventional,0.0
1,84,0.0001,0.1143615528030522,conventional,0.0
1,85,0.0001,0.1133137778847694,conventional,0.0
1,86,0.0001,0.1109126327513222,conventional,0.0
1,87,0.0001,0.1108484672752845,conventional,0.0
1,88,0.0001,0.1099860616452011,conventional,0.0
1,89,0.0001,0.1098699996652365,conventional,0.0
1,90,0.0001,0.1096395408592536,conventional,0.0
1,91,0.0001,0.1096388663061845,conventional,0.0
1,92,0.0001,0.1096323443360716,conventional,0.0
1,93,0.0001,0.1094436133036964,conventional,0.0
1,94,0.0001,0.1093767635719715,conventional,0.0
1,95,0.0001,0.1055350448566342,conventional,0.0
1,96,0.0001,0.1055351756074615,conventional,0.0
